,year,imdb,title,clean_test,binary,genre,age_rating,budget_2013$,star_rating,director,cast,writer
660,2008,tt1068680,Yes Man,notalk,0,Comedy,PG13,54112816,6.9,Peyton Reed,1.8,0.0
661,2007,tt1038988,[Rec],ok,1,Horror,R,2359441,7.5,Jaume Balagueró,1.0,1.6666666666666667
662,2007,tt0450385,1408,ok,1,Horror,PG13,25279728,6.8,Mikael Håfström,1.3999999999999999,0
663,2007,tt0463854,28 Weeks Later,ok,1,Horror,R,16853152,7.0,Juan Carlos Fresnadillo,1.6000000000000001,1.0
664,2007,tt0381849,3:10 to Yuma,nowomen,0,Adventure,R,53930087,7.8,James Mangold,0.80000000000000004,0.25
665,2007,tt0389722,30 Days of Night,men,0,Horror,R,33706305,6.6,David Slade,1.0,0.20000000000000001
666,2007,tt0411061,88 Minutes,notalk,0,Crime,R,33706305,5.9,Jon Avnet,1.2,1.0
667,2007,tt0445922,Across the Universe,ok,1,Drama,PG13,50559457,7.5,Julie Taymor,1.6000000000000001,2.0
668,2007,tt0783233,Atonement,ok,1,Drama,R,33706305,7.8,Joe Wright,2.0,1.5
669,2007,tt0416508,Becoming Jane,ok,1,Biography,PG,18538467,7.1,Julian Jarrold,2.6000000000000001,2.0
670,2007,tt0442933,Beowulf,ok,1,Animation,PG13,168531522,6.3,Robert Zemeckis,2.0,1.6666666666666667
671,2007,tt0445934,Blades of Glory,ok,1,Comedy,PG13,68536152,6.3,Josh Gordon,1.6000000000000001,1.2857142857142858
672,2007,tt0398808,Bridge to Terabithia,ok,1,Adventure,PG,28088587,7.2,Gabor Csupo,2.0,1.0
673,2007,tt0283503,Brooklyn Rules,ok,1,Crime,R,8988348,6.4,Michael Corrente,1.8,1.0
674,2007,tt0423977,Charlie Bartlett,men,0,Comedy,R,13482522,7.0,Jon Poll,1.2,0.0
675,2007,tt0472062,Charlie Wilson&#39;s War,ok,1,Biography,R,84265761,7.1,Mike Nichols,4.4000000000000004,1.5
676,2007,tt0795368,Death at a Funeral,ok,1,Comedy,R,23594413,7.4,Frank Oz,1.0,1.0
677,2007,tt0848557,Diary of the Dead,ok,1,Horror,R,3089745,5.7,George A. Romero,1.0,2.0
678,2007,tt0486822,Disturbia,ok,1,Drama,PG13,22470870,6.9,D.J. Caruso,2.7999999999999998,2.3333333333333335
679,2007,tt0765443,Eastern Promises,ok,1,Crime,R,56177174,7.7,David Cronenberg,1.0,1.0
680,2007,tt0461770,Enchanted,ok,1,Comedy,PG,95501196,7.2,Kevin Lima,2.0,2.0
681,2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,0,Action,PG,134825218,5.6,Tim Story,1.0,0.33333333333333331
682,2007,tt0452623,Gone Baby Gone,ok,1,Crime,R,21347326,7.7,Ben Affleck,2.7999999999999998,1.0
683,2007,tt0427327,Hairspray,ok,1,Comedy,PG,84265761,6.8,Adam Shankman,3.0,1.0
684,2007,tt0373883,Halloween,ok,1,Horror,R,16853152,6.1,Rob Zombie,1.6000000000000001,3.0
685,2007,tt0367959,Hannibal Rising,notalk,0,Crime,R,56177174,6.2,Peter Webber,0.40000000000000002,0
686,2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,1,Adventure,PG13,168531522,7.4,David Yates,2.0,1.5
687,2007,tt0465494,Hitman,nowomen,0,Action,R,19662011,6.3,Xavier Gens,0.59999999999999998,0.0
688,2007,tt0498353,Hostel: Part II,ok,1,Horror,R,8426576,5.4,Eli Roth,2.0,2.0
689,2007,tt0425112,Hot Fuzz,notalk,0,Comedy,R,17976696,7.9,Edgar Wright,0.40000000000000002,0.0
690,2007,tt0787475,Hot Rod,notalk,0,Comedy,PG13,28088587,6.7,Akiva Schaffer,0.40000000000000002,1.0
691,2007,tt0480249,I Am Legend,ok,1,Drama,PG13,168531522,7.2,Francis Lawrence,1.8,1.8
692,2007,tt0758758,Into the Wild,notalk,0,Adventure,R,22470870,8.2,Sean Penn,1.8,0.0
693,2007,tt0467406,Juno,ok,1,Comedy,PG13,7864804,7.6,Jason Reitman,1.6000000000000001,3.0
694,2007,tt0478311,Knocked Up,ok,1,Comedy,R,30897446,7.1,Judd Apatow,2.2000000000000002,2.0
695,2007,tt0805564,Lars and the real Girl,ok,1,Comedy,PG13,14044294,7.4,Craig Gillespie,1.6000000000000001,1.0
696,2007,tt0337978,Live Free or Die Hard,notalk,0,Action,PG13,123589783,7.2,Len Wiseman,2.3999999999999999,0.20000000000000001
697,2007,tt0465538,Michael Clayton,men,0,Crime,R,24156185,7.3,Tony Gilroy,0.80000000000000004,0.0
698,2007,tt0758766,Music and Lyrics,men,0,Comedy,PG13,44941739,6.5,Marc Lawrence,0.40000000000000002,2.0
699,2007,tt0477348,No Country for Old Men,dubious,0,Crime,R,28088587,8.1,Ethan Coen,1.6000000000000001,0.66666666666666663
700,2007,tt0481141,No Reservations,ok,1,Comedy,PG,31459218,6.3,Scott Hicks,2.3999999999999999,1.0
701,2007,tt1179904,Paranormal Activity,dubious,0,Horror,R,505595,6.3,Oren Peli,0.20000000000000001,0.0
702,2007,tt0808417,Persepolis,ok,1,Animation,PG13,8201867,8.0,Vincent Paronnaud,1.3999999999999999,1.0
703,2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,ok,1,Action,PG13,337063045,7.1,Gore Verbinski,3.0,1.3333333333333333
704,2007,tt0477071,Premonition,ok,1,Drama,PG13,22470870,5.9,Mennan Yapo,2.7999999999999998,2.0
705,2007,tt0382932,Ratatouille,nowomen,0,Animation,G,168531522,8.0,Brad Bird,0.20000000000000001,0.14285714285714285
706,2007,tt0432021,Resident Evil: Extinction,ok,1,Action,R,50559457,6.3,Russell Mulcahy,1.8,2.0
707,2007,tt00293564,Rush Hour 3,notalk,0,Action,PG13,202237827,,,0,0
708,2007,tt0822854,Shooter,notalk,0,Action,R,67412609,7.2,Antoine Fuqua,1.2,0.0
709,2007,tt0413267,Shrek the Third,ok,1,Animation,PG,179766957,6.0,Chris Miller,3.0,2.0
710,2007,tt0964587,St. Trinian&#39;s,ok,1,Comedy,PG13,12808396,5.8,Oliver Parker,1.2,1.0
711,2007,tt0486655,Stardust,ok,1,Adventure,PG13,78648044,7.7,Matthew Vaughn,1.6000000000000001,1.6666666666666667
712,2007,tt0448134,Sunshine,notalk,0,Adventure,R,44941739,7.3,Danny Boyle,1.0,1.0
713,2007,tt0829482,Superbad,notalk,0,Comedy,R,19662011,7.6,Greg Mottola,0.59999999999999998,0.0
714,2007,tt0815244,Sydney White,ok,1,Comedy,PG13,18538467,6.3,Joe Nussbaum,1.2,1.0
715,2007,tt0780622,Teeth,dubious,0,Comedy,R,2247087,5.5,Mitchell Lichtenstein,0.20000000000000001,0.0
716,2007,tt0825232,The Bucket List,notalk,0,Adventure,PG13,50559457,7.4,Rob Reiner,1.6000000000000001,1.0
717,2007,tt0385752,The Golden Compass,ok,1,Adventure,PG13,230326414,6.1,Chris Weitz,2.2000000000000002,1.0
718,2007,tt0419887,The Kite Runner,nowomen,0,Drama,PG13,22470870,7.6,Marc Forster,0.0,0.5
719,2007,tt0756683,The Man from Earth,notalk,0,Drama,NR,224709,8.0,Richard Schenkman,0.20000000000000001,0.0
720,2007,tt0425430,The Messengers,ok,1,Drama,PG13,17976696,5.4,Oxide Pang Chun,2.2000000000000002,0
721,2007,tt0884328,The Mist,ok,1,Horror,R,14606065,7.2,Frank Darabont,1.3999999999999999,0
722,2007,tt0481369,The Number 23,notalk,0,Drama,R,35953391,6.4,Joel Schumacher,1.3999999999999999,0.0
723,2007,tt0775529,The Savages,ok,1,Comedy,R,10111891,7.2,Tamara Jenkins,2.0,2.0
724,2007,tt0780607,The Signal,men,0,Horror,R,56177,6.1,David Bruckner,0.0,0.0
725,2007,tt0462538,The Simpsons Movie,ok,1,Animation,PG13,81456903,7.4,David Silverman,1.2,1.4210526315789473
726,2007,tt0857191,The Visitor,dubious,0,Drama,PG13,4494174,7.7,Thomas McCarthy,0.0,0.0
727,2007,tt0469494,There Will Be Blood,nowomen,0,Drama,R,28088587,8.1,Paul Thomas Anderson,0.40000000000000002,0.0
728,2007,tt0453556,TMNT,notalk,0,Animation,PG,39324022,6.4,Kevin Munroe,1.0,0.33333333333333331
729,2007,tt0418279,Transformers,notalk,0,Action,PG13,169655066,7.2,Michael Bay,2.2000000000000002,2.2000000000000002
730,2007,tt0861739,Tropa de Elite,ok,1,Action,R,7345604,8.1,José Padilha,1.0,1.2857142857142858
731,2007,tt0473308,Waitress,ok,1,Comedy,PG13,1685315,7.1,Adrienne Shelly,1.6000000000000001,1.0
732,2007,tt0498399,We Own the Night,nowomen,0,Crime,R,31459218,6.9,James Gray,0.40000000000000002,0.0
733,2007,tt0496436,White Noise 2: The Light,notalk,0,Drama,PG13,11235435,5.8,Patrick Lussier,0.20000000000000001,0.0
734,2006,tt0416449,300,nowomen,0,Action,R,69347781,7.8,Zack Snyder,0.59999999999999998,0.20000000000000001
735,2006,tt0405296,A Scanner Darkly,notalk,0,Animation,R,23115927,7.1,Richard Linklater,0.59999999999999998,0.0
736,2006,tt0437800,Akeelah and the Bee,ok,1,Drama,PG,9246371,7.5,Doug Atchison,1.8,1.0
737,2006,tt0429591,Aquamarine,ok,1,Comedy,PG,13869556,5.2,Elizabeth Allen Rosenbaum,1.3999999999999999,1.0
738,2006,tt0416496,Bandidas,ok,1,Action,PG13,40452872,5.7,Joachim Rønning,2.2000000000000002,2.5
739,2006,tt0454082,Black Christmas,ok,1,Horror,R,10402167,4.5,Glen Morgan,1.2,1.5
740,2006,tt0450259,Blood Diamond,notalk,0,Adventure,R,115579635,8.0,Edward Zwick,1.2,0
741,2006,tt0479647,"Bon Cop, Bad Cop",notalk,0,Action,R,9246371,7.0,Erik Canuel,0.0,0.0
742,2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,0,Comedy,R,20804334,7.3,Larry Charles,0.0,0.0
743,2006,tt0470705,Bug,ok,1,Drama,R,4623185,6.0,William Friedkin,2.2000000000000002,2.0
744,2006,tt0317219,Cars,notalk,0,Animation,G,80905744,7.2,John Lasseter,0.40000000000000002,0
745,2006,tt0381061,Casino Royale,notalk,0,Action,PG13,117891227,8.0,Martin Campbell,0.59999999999999998,0.25
746,2006,tt0206634,Children of Men,ok,1,Drama,R,87840522,7.9,Alfonso Cuarón,1.3999999999999999,1.0
747,2006,tt0424345,Clerks II,dubious,0,Comedy,R,5778982,7.4,Kevin Smith,0.40000000000000002,2.0
748,2006,tt0479884,Crank,nowomen,0,Action,R,13869556,7.0,Mark Neveldine,0.80000000000000004,0.0
749,2006,tt0405094,Das Leben Der Anderen,nowomen,0,Drama,R,2311593,8.5,Florian Henckel von Donnersmarck,0.20000000000000001,0.0
750,2006,tt0398913,DOA: Dead or Alive,ok,1,Action,PG13,34673890,4.8,Corey Yuen,1.3999999999999999,1.25
751,2006,tt0457430,El laberinto del fauno (Pan's Labyrinth),ok,1,Drama,R,18492742,8.3,Guillermo del Toro,1.0,2.0
752,2006,tt0449010,Eragon,notalk,0,Action,PG,115579635,5.1,Stefen Fangmeier,1.6000000000000001,0.0
753,2006,tt0457572,Fido,men,0,Comedy,R,9246371,6.8,Andrew Currie,0.0,0.0
754,2006,tt0414982,Final Destination 3,ok,1,Horror,R,28894909,5.8,James Wong,1.0,2.3333333333333335
755,2006,tt0424095,Flushed Away,nowomen,0,Animation,PG,172213656,6.7,David Bowers,2.6000000000000001,1.0
756,2006,tt0470765,For Your Consideration,ok,1,Comedy,PG13,13869556,6.3,Christopher Guest,1.3999999999999999,2.0
757,2006,tt0436331,Friends with Money,ok,1,Comedy,R,7512676,5.9,Nicole Holofcener,1.8,4.0
758,2006,tt0438097,Ice Age: The Meltdown,notalk,0,Animation,PG,86684726,6.9,Carlos Saldanha,1.2,0.0
759,2006,tt0417225,Idlewild,ok,1,Crime,R,17336945,6.2,Bryan Barber,1.6000000000000001,0
760,2006,tt0454848,Inside Man,dubious,0,Crime,R,57789817,7.6,Spike Lee,1.3999999999999999,0.0
761,2006,tt0493430,Jackass Number Two,notalk,0,Documentary,R,12713760,7.1,Jeff Tremaine,0.0,0.0
762,2006,tt0452637,Lady in the Water,men,0,Fantasy,PG13,86684726,5.7,M. Night Shyamalan,0.59999999999999998,0.0
763,2006,tt0408985,Last Holiday,ok,1,Adventure,PG13,52010836,6.3,Wayne Wang,2.2000000000000002,0
764,2006,tt0498380,Letters from Iwo Jima,notalk,0,Drama,R,15025353,8.0,Clint Eastwood,0.20000000000000001,0.20000000000000001
765,2006,tt0404203,Little Children,ok,1,Drama,R,16181149,7.6,Todd Field,2.0,1.6666666666666667
766,2006,tt0449059,Little Miss Sunshine,ok,1,Comedy,R,9246371,7.9,Jonathan Dayton,4.2000000000000002,1.0
767,2006,tt0490166,London To Brighton,ok,1,Crime,R,953532,7.0,Paul Andrew Williams,1.2,1.0
768,2006,tt0425210,Lucky Number Slevin,notalk,0,Crime,R,31206501,7.8,Paul McGuigan,2.6000000000000001,0
769,2006,tt0483726,Man of the Year,notalk,0,Comedy,PG13,23115927,6.2,Barry Levinson,1.3999999999999999,0.0
770,2006,tt0422720,Marie Antoinette,ok,1,Biography,PG13,46231854,6.4,Sofia Coppola,2.7999999999999998,1.0
771,2006,tt0482546,Miss Potter,ok,1,Biography,PG,34673890,7.0,Chris Noonan,2.3999999999999999,0
772,2006,tt0385880,Monster House,ok,1,Animation,PG,86684726,6.7,Gil Kenan,2.6000000000000001,1.3999999999999999
773,2006,tt0457510,Nacho Libre,nowomen,0,Comedy,PG,36985483,5.7,Jared Hess,0.20000000000000001,0.0
774,2006,tt0477347,Night at the Museum,ok,1,Action,PG,127137598,6.4,Shawn Levy,1.8,2.2000000000000002
775,2006,tt0465551,Notes on a Scandal,ok,1,Drama,R,31784400,7.4,Richard Eyre,1.6000000000000001,1.0
776,2006,tt0907657,Once,men,0,Drama,R,173369,7.9,John Carney,0.0,0.0
777,2006,tt0400717,Open Season,notalk,0,Animation,PG,98242689,6.2,Roger Allers,1.0,0.0
778,2006,tt0401711,Paris je t&#39;aime,dubious,0,Comedy,R,15025353,7.3,Olivier Assayas,0.0,0.35714285714285715
779,2006,tt0396171,Perfume: The Story of a Murderer,ok,1,Crime,R,73624227,7.5,Tom Tykwer,1.0,1.25
780,2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,men,0,Action,PG13,260054178,7.3,Gore Verbinski,2.6000000000000001,0
781,2006,tt0409182,Poseidon,men,0,Action,PG13,184927415,5.6,Wolfgang Petersen,0.59999999999999998,0
782,2006,tt0451176,Quinceanera,ok,1,Drama,R,462319,7.1,Richard Glatzer,1.0,1.0
783,2006,tt0405508,Rang De Basanti,ok,1,Comedy,NR,6125721,,Rakeysh Omprakash Mehra,1.0,1.0
784,2006,tt0439289,Running with Scissors,ok,1,Comedy,R,13869556,6.2,Ryan Murphy,3.2000000000000002,1.5
785,2006,tt0454945,She&#39;s the Man,men,0,Comedy,PG13,28894909,6.4,Andy Fickman,0.59999999999999998,1.0
786,2006,tt0423169,Sherrybaby,dubious,0,Drama,R,2311593,6.7,Laurie Collyer,0.59999999999999998,0.0
787,2006,tt0367027,Shortbus,ok,1,Comedy,NR,2311593,6.6,John Cameron Mitchell,1.0,2.0
788,2006,tt0384537,Silent Hill,ok,1,Horror,R,57789817,6.6,Christophe Gans,2.2000000000000002,0
789,2006,tt0439815,Slither,ok,1,Comedy,R,17625894,6.5,James Gunn,2.0,2.0
790,2006,tt0475394,Smokin&#39; Aces,dubious,0,Action,R,19648538,6.7,Joe Carnahan,0.80000000000000004,0.0
791,2006,tt0417148,Snakes on a Plane,ok,1,Action,R,38141279,5.6,David R. Ellis,1.3999999999999999,0
792,2006,tt0405336,Southland Tales,ok,1,Comedy,R,19648538,5.5,Richard Kelly,1.2,3.0
793,2006,tt0430634,Stick It,ok,1,Comedy,PG13,23115927,6.4,Jessica Bendinger,1.2,2.0
794,2006,tt0420223,Stranger Than Fiction,ok,1,Comedy,PG13,34673890,7.7,Marc Forster,1.2,1.0
795,2006,tt0348150,Superman Returns,notalk,0,Action,PG13,268144752,6.1,Bryan Singer,2.6000000000000001,1.1428571428571428
796,2006,tt0446046,Take the Lead,ok,1,Drama,PG13,34673890,6.6,Liz Friedlander,2.2000000000000002,1.0
797,2006,tt0429589,The Ant Bully,men,0,Animation,PG,52010836,5.9,John A. Davis,1.8,0.0
798,2006,tt0452594,The Break Up,notalk,0,Comedy,PG13,60101410,5.8,Peyton Reed,1.3999999999999999,0.0
799,2006,tt0382625,The Da Vinci Code,notalk,0,Mystery,PG13,144474543,6.5,Ron Howard,2.2000000000000002,0.0
800,2006,tt0783238,The Dead Girl,ok,1,Crime,R,3814128,6.8,Karen Moncrieff,1.3999999999999999,1.0
801,2006,tt0407887,The Departed,notalk,0,Crime,R,104021671,8.5,Martin Scorsese,1.2,0.0
802,2006,tt0458352,The Devil Wears Prada,ok,1,Comedy,PG13,40452872,6.8,David Frankel,4.7999999999999998,0
803,2006,tt0414993,The Fountain,dubious,0,Drama,PG13,40452872,7.3,Darren Aronofsky,2.0,0.0
804,2006,tt0433386,The Grudge 2,ok,1,Horror,PG13,23115927,4.9,Takashi Shimizu,2.0,0
805,2006,tt0464049,The History Boys,notalk,0,Comedy,R,4276446,6.8,Nicholas Hytner,1.0,0.0
806,2006,tt0457939,The Holiday,ok,1,Comedy,PG13,98242689,6.9,Nancy Meyers,3.7999999999999998,0
807,2006,tt0468492,The Host,ok,1,Action,R,57789817,7.0,Joon-ho Bong,1.0,1.0
808,2006,tt0443543,The Illusionist,nowomen,0,Drama,PG13,19070640,7.6,Neil Burger,0.80000000000000004,0.5
809,2006,tt0410297,The Lake House,dubious,0,Drama,PG,46231854,6.8,Alejandro Agresti,1.3999999999999999,0.33333333333333331
810,2006,tt0446755,The Painted Veil,dubious,0,Drama,PG13,22422449,7.5,John Curran,0.0,0.0
811,2006,tt0482571,The Prestige,notalk,0,Drama,PG13,46231854,8.5,Christopher Nolan,1.6000000000000001,0
812,2006,tt0454921,The Pursuit of Happyness,nowomen,0,Biography,PG13,63568799,7.9,Gabriele Muccino,1.0,0.0
813,2006,tt0436697,The Queen,dubious,0,Biography,PG13,17336945,7.4,Stephen Frears,0.59999999999999998,1.0
814,2006,tt0460989,The Wind That Shakes the Barley,notalk,0,Drama,NR,9593110,7.5,Ken Loach,0.0,0.0
815,2006,tt0370032,Ultraviolet,notalk,0,Action,PG13,34673890,4.4,Kurt Wimmer,0.59999999999999998,1.0
816,2006,tt0441909,Volver,ok,1,Comedy,R,10864486,7.6,Pedro Almodóvar,1.2,0
817,2006,tt0758794,We Are Marshall,notalk,0,Drama,PG,75126763,7.1,McG,0.59999999999999998,0.0
818,2006,tt0455857,When a Stranger Calls,ok,1,Horror,PG13,17336945,5.0,Simon West,1.2,1.0
819,2006,tt0477139,Wristcutters: A Love Story,notalk,0,Comedy,R,1155796,7.4,Goran Dukic,0.40000000000000002,0.0
820,2006,tt0376994,X-Men: The Last Stand,ok,1,Action,PG13,242717233,6.8,Brett Ratner,3.2000000000000002,1.0
821,2006,tt0463034,"You, Me and Dupree",notalk,0,Comedy,PG13,62413003,5.6,Anthony Russo,0.80000000000000004,0.0
822,2006,tt0383060,Zoom,ok,1,Action,PG,40452872,4.2,Peter Hewitt,1.6000000000000001,1.25
823,2006,tt0389557,Zwartboek,ok,1,Drama,R,25427520,7.8,Paul Verhoeven,1.0,1.0
824,2005,tt0402022,AEon Flux,ok,1,Action,PG13,65616822,5.5,Karyn Kusama,2.6000000000000001,1.3333333333333333
825,2005,tt0398712,Assault on Precinct 13,ok,1,Action,R,35790994,6.3,Jean-François Richet,2.0,2.0
826,2005,tt0372784,Batman Begins,notalk,0,Action,PG13,178954969,8.3,Christopher Nolan,2.0,0.75
827,2005,tt0388500,Beauty Shop,ok,1,Comedy,PG13,29825828,5.4,Bille Woodruff,2.2000000000000002,1.6666666666666667
828,2005,tt0374536,Bewitched,ok,1,Comedy,PG13,95442650,4.8,Nora Ephron,3.0,1.6666666666666667
829,2005,tt0383222,BloodRayne,dubious,0,Action,R,29825828,2.8,Uwe Boll,0.40000000000000002,0.0
830,2005,tt0357507,Boogeyman,men,0,Drama,PG13,23860663,4.1,Stephen Kay,0.20000000000000001,0.0
831,2005,tt0439478,Boynton Beach Club,ok,1,Comedy,R,3459796,6.5,Susan Seidelman,1.0,1.0
832,2005,tt0393109,Brick,notalk,0,Crime,R,536865,7.4,Rian Johnson,0.40000000000000002,0
833,2005,tt0388795,Brokeback Mountain,notalk,0,Drama,R,16583160,7.7,Ang Lee,1.2,0.0
834,2005,tt0379725,Capote,dubious,0,Biography,R,8351232,7.4,Bennett Miller,1.0,0.0
835,2005,tt0367594,Charlie and the Chocolate Factory,ok,1,Adventure,PG,178954969,6.7,Tim Burton,3.0,3.0
836,2005,tt0451094,Chinjeolhan geumjassi,ok,1,Crime,R,5368649,7.7,Chan-wook Park,1.0,1.0
837,2005,tt0352248,Cinderella Man,men,0,Biography,PG13,104986915,8.0,Ron Howard,1.2,0
838,2005,tt0393162,Coach Carter,ok,1,Drama,PG13,53686491,7.2,Thomas Carter,1.6000000000000001,0
839,2005,tt0360486,Constantine,notalk,0,Drama,R,89477485,6.9,Francis Lawrence,2.2000000000000002,0.0
840,2005,tt0435623,Conversations with Other Women,nowomen,0,Comedy,R,536865,7.1,Hans Canosa,0.80000000000000004,0.0
841,2005,tt0121164,Corpse Bride,dubious,0,Animation,PG,35790994,7.4,Tim Burton,2.2000000000000002,2.0
842,2005,tt0257516,Cursed,ok,1,Comedy,PG13,41756160,4.9,Wes Craven,1.0,4.0
843,2005,tt0342258,Danny the dog,notalk,0,Action,R,51300425,7.0,Louis Leterrier,1.3999999999999999,3.0
844,2005,tt0382628,Dark Water,ok,1,Drama,PG13,71581988,5.5,Walter Salles,1.3999999999999999,1.0
845,2005,tt0342272,Dear Wendy,notalk,0,Comedy,NR,9544265,6.6,Thomas Vinterberg,0.59999999999999998,2.0
846,2005,tt0421054,Domino,ok,1,Action,R,59651656,6.0,Tony Scott,1.8,1.6666666666666667
847,2005,tt0419706,Doom,notalk,0,Action,R,83512319,5.2,Andrzej Bartkowiak,0.40000000000000002,0.33333333333333331
848,2005,tt0120667,Fantastic Four,notalk,0,Action,PG13,104390399,5.7,Tim Story,1.0,0.5
849,2005,tt0408790,Flightplan,ok,1,Action,PG13,65616822,6.2,Robert Schwentke,3.2000000000000002,0
850,2005,tt0369441,Fun with Dick and Jane,ok,1,Comedy,PG13,167024638,6.1,Dean Parisot,2.6000000000000001,1.6666666666666667
851,2005,tt0433383,"Good Night, and Good Luck.",notalk,0,Drama,PG,8351232,7.5,George Clooney,0.40000000000000002,0
852,2005,tt0424136,Hard Candy,ok,1,Crime,R,1133381,7.2,David Slade,1.6000000000000001,2.0
853,2005,tt0330373,Harry Potter and the Goblet of Fire,notalk,0,Adventure,PG13,178954969,7.6,Mike Newell,1.2,1.5
854,2005,tt0400497,Herbie Fully Loaded,ok,1,Adventure,G,59651656,4.7,Angela Robinson,2.6000000000000001,1.75
855,2005,tt0382077,Hide and Seek,ok,1,Horror,R,29825828,5.9,John Polson,3.0,1.0
856,2005,tt0386588,Hitch,men,0,Comedy,PG13,65616822,6.7,Andy Tennant,1.3999999999999999,0.0
857,2005,tt0443536,Hoodwinked!,ok,1,Animation,PG,20878080,6.6,Cory Edwards,2.3999999999999999,1.8
858,2005,tt0450278,Hostel,notalk,0,Horror,R,5726559,5.9,Eli Roth,0.0,0
859,2005,tt0410097,Hustle &amp; Flow,dubious,0,Crime,R,3340493,7.4,Craig Brewer,1.0,0.0
860,2005,tt0396652,Ice Princess,ok,1,Comedy,G,29825828,6.0,Tim Fywell,2.3999999999999999,2.3333333333333335
861,2005,tt0418763,Jarhead,nowomen,0,Drama,R,85898385,7.1,Sam Mendes,0.80000000000000004,0.0
862,2005,tt0418773,Junebug,ok,1,Comedy,R,1193033,7.0,Phil Morrison,1.3999999999999999,1.0
863,2005,tt0425123,Just Like Heaven,ok,1,Comedy,PG13,69195921,6.7,Mark Waters,2.0,1.6666666666666667
864,2005,tt0360717,King Kong,nowomen,0,Action,PG13,246957858,7.3,Peter Jackson,1.8,0.59999999999999998
865,2005,tt0320661,Kingdom of Heaven,nowomen,0,Action,R,131233644,7.2,Ridley Scott,0.20000000000000001,0.0
866,2005,tt0373469,Kiss Kiss Bang Bang,notalk,0,Action,R,17895497,7.7,Shane Black,0.80000000000000004,0.0
867,2005,tt0399295,Lord of War,men,0,Crime,R,50107391,7.6,Andrew Niccol,0.59999999999999998,0.0
868,2005,tt0351283,Madagascar,nowomen,0,Animation,PG,89477485,6.9,Eric Darnell,1.0,0.0
869,2005,tt0331933,Man of the House,ok,1,Action,PG13,59651656,5.4,Stephen Herek,1.3999999999999999,1.3999999999999999
870,2005,tt0416320,Match Point,ok,1,Drama,R,17895497,7.7,Woody Allen,1.6000000000000001,0
871,2005,tt0415978,Me and You and Everyone We Know,ok,1,Comedy,R,2386066,7.4,Miranda July,1.2,2.0
872,2005,tt0397535,Memoirs of a Geisha,ok,1,Drama,PG13,101407816,7.3,Rob Marshall,1.0,1.0
873,2005,tt0366780,MirrorMask,ok,1,Adventure,PG,4772133,7.0,Dave McKean,1.0,1.6666666666666667
874,2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,1,Action,PG13,71581988,4.9,John Pasquin,3.6000000000000001,1.25
875,2005,tt0356910,Mr. &amp; Mrs. Smith,men,0,Action,PG13,131233644,6.5,Doug Liman,1.0,1.0
876,2005,tt0408306,Munich,notalk,0,Drama,R,89477485,7.6,Steven Spielberg,0.40000000000000002,0.33333333333333331
877,2005,tt0395972,North Country,ok,1,Drama,R,35790994,7.3,Niki Caro,3.2000000000000002,1.0
878,2005,tt0380599,Oliver Twist,notalk,0,Crime,PG13,77547153,6.9,Roman Polanski,0.0,0.0
879,2005,tt0414387,Pride and Prejudice,ok,1,Drama,PG,33404928,7.8,Joe Wright,1.6000000000000001,2.3333333333333335
880,2005,tt0377107,Proof,ok,1,Drama,PG13,23860663,6.8,John Madden,4.0,1.0
881,2005,tt0421239,Red Eye,ok,1,Mystery,PG13,31018861,6.5,Wes Craven,2.6000000000000001,1.3333333333333333
882,2005,tt0294870,Rent,ok,1,Drama,PG13,47721325,7.0,Chris Columbus,1.3999999999999999,0
883,2005,tt0358082,Robots,notalk,0,Animation,PG,95442650,6.3,Chris Wedge,2.2000000000000002,1.3333333333333333
884,2005,tt0432348,Saw II,dubious,0,Horror,R,5965166,6.6,Darren Lynn Bousman,0.0,0
885,2005,tt0379786,Serenity,ok,1,Action,PG13,46528292,8.0,Joss Whedon,1.3999999999999999,2.0
886,2005,tt0338427,Shopgirl,men,0,Drama,R,8947748,6.4,Anand Tucker,1.2,0.0
887,2005,tt0401792,Sin City,ok,1,Crime,R,47721325,8.1,Frank Miller,2.3999999999999999,1.0
888,2005,tt0474361,Sisters in Law,ok,1,Documentary,NR,357910,7.3,Florence Ayisi,1.0,0
889,2005,tt0405325,Sky High,ok,1,Adventure,PG,71581988,6.2,Mike Mitchell,1.3999999999999999,1.0
890,2005,tt0362165,Son of the Mask,notalk,0,Adventure,PG,119303313,2.1,Lawrence Guterman,0.40000000000000002,0.0
891,2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk,0,Action,PG13,137198810,7.7,George Lucas,2.2000000000000002,1.0
892,2005,tt0382992,Stealth,notalk,0,Action,PG13,164638572,5.0,Rob Cohen,1.2,0.0
893,2005,tt0369994,Strangers with Candy,ok,1,Comedy,R,2386066,6.0,Paul Dinello,1.0,1.5714285714285714
894,2005,tt0427944,Thank You for Smoking,notalk,0,Comedy,R,8947748,7.6,Jason Reitman,0.59999999999999998,0.0
