,year,imdb,title,clean_test,binary,genre,age_rating,budget_2013$,star_rating,director,cast,writer
427,2010,tt0817230,Valentine&#39;s Day,ok,1,Comedy,PG13,55548056,5.8,Garry Marshall,3.0,2.0
428,2010,tt1027718,Wall Street: Money Never Sleeps,dubious,0,Drama,PG13,74776229,6.3,Oliver Stone,0.20000000000000001,0.0
429,2010,tt1183923,Welcome to the Rileys,ok,1,Drama,R,10682318,7.0,Jake Scott,1.3999999999999999,1.0
430,2010,tt1235189,Wild Target,notalk,0,Action,PG13,8545855,6.9,Jonathan Lynn,1.8,0.0
431,2010,tt1399683,Winter&#39;s Bone,ok,1,Drama,R,2136464,7.2,Debra Granik,1.2,1.0
432,2010,tt1216520,Womb,ok,1,Drama,NR,13887014,6.4,Benedek Fliegauf,1.3999999999999999,1.0
433,2010,tt1302067,Yogi Bear,nowomen,0,Animation,PG,85458547,4.5,Eric Brevig,1.0,0
434,2010,tt1414382,You Again,ok,1,Comedy,PG,21364637,5.8,Andy Fickman,2.2000000000000002,1.0
435,2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,1,Comedy,R,16023478,6.3,Woody Allen,2.0,5.0
436,2009,tt1022603,(500) Days of Summer,notalk,0,Comedy,PG13,8142987,7.8,Marc Webb,1.2,0.0
437,2009,tt0974661,17 Again,ok,1,Comedy,PG13,43429264,6.4,Burr Steers,1.8,1.0
438,2009,tt1190080,2012,notalk,0,Action,PG13,217146319,5.8,Roland Emmerich,1.6000000000000001,0.0
439,2009,tt0472033,9,nowomen,0,Animation,PG13,32571948,7.1,Shane Acker,1.3999999999999999,0.0
440,2009,tt0971209,A Perfect Getaway,dubious,0,Adventure,R,15200242,6.5,David Twohy,0.40000000000000002,0.0
441,2009,tt1019452,A Serious Man,men,0,Comedy,R,7600121,7.0,Ethan Coen,0.0,1.0
442,2009,tt1315981,A Single Man,notalk,0,Drama,R,7600121,7.6,Tom Ford,1.2,0.0
443,2009,tt1185836,Adam,men,0,Drama,PG13,3474341,7.2,Max Mayer,1.6000000000000001,0.0
444,2009,tt1091722,Adventureland,men,0,Comedy,R,10640170,6.8,Greg Mottola,0.20000000000000001,0.0
445,2009,tt1186830,Agora,notalk,0,Adventure,R,76001212,7.2,Alejandro Amenábar,0.40000000000000002,0.5
446,2009,tt1077262,Ajami,men,0,Crime,NR,1085732,7.3,Scandar Copti,0.0,0.0
447,2009,tt0881891,All About Steve,ok,1,Comedy,PG13,16285974,4.8,Phil Traill,4.2000000000000002,1.0
448,2009,tt1174732,An Education,ok,1,Drama,PG13,8142987,7.3,Lone Scherfig,1.2,1.5
449,2009,tt0808151,Angels &amp; Demons,nowomen,0,Mystery,PG13,162859739,6.7,Ron Howard,2.3999999999999999,2.0
450,2009,tt0913354,Armored,nowomen,0,Action,PG13,21714632,5.7,Nimród Antal,1.3999999999999999,0.0
451,2009,tt0375568,Astro Boy,dubious,0,Animation,PG,70572554,6.4,David Bowers,1.8,0.25
452,2009,tt0499549,Avatar,men,0,Action,PG13,461435929,7.9,James Cameron,1.8,0
453,2009,tt1176740,Away We Go,ok,1,Comedy,R,22800364,7.1,Sam Mendes,2.0,1.0
454,2009,tt0889583,Br&uuml;no,nowomen,0,Comedy,R,45600727,5.9,Larry Charles,0.0,0.0
455,2009,tt0901476,Bride Wars,ok,1,Comedy,PG,32571948,5.4,Gary Winick,2.6000000000000001,1.0
456,2009,tt0810784,Bright Star,ok,1,Biography,PG,9228719,7.0,Jane Campion,1.2,0
457,2009,tt1210042,Brooklyn&#39;s Finest,notalk,0,Crime,R,18457437,6.7,Antoine Fuqua,1.2,0.0
458,2009,tt0765010,Brothers,ok,1,Drama,R,28229022,7.1,Jim Sheridan,2.6000000000000001,1.0
459,2009,tt1232207,Capitalism: A Love Story,notalk,0,Documentary,R,21714632,7.4,Michael Moore,0.20000000000000001,0.0
460,2009,tt0795351,Case 39,ok,1,Horror,R,29314753,6.2,Christian Alvart,2.2000000000000002,1.0
461,2009,tt1352824,Chloe,men,0,Drama,R,14114511,6.3,Atom Egoyan,1.3999999999999999,0.5
462,2009,tt0844471,Cloudy with a Chance of Meatballs,notalk,0,Animation,PG,108573160,7.0,Phil Lord,0.59999999999999998,0.0
463,2009,tt1035736,Coco avant Chanel,ok,1,Biography,PG13,24971827,6.7,Anne Fontaine,1.6000000000000001,1.0
464,2009,tt0327597,Coraline,ok,1,Animation,PG,65143896,7.7,Henry Selick,1.6000000000000001,0
465,2009,tt0433362,Daybreakers,notalk,0,Action,R,21714632,6.5,Michael Spierig,0.0,0
466,2009,tt1278340,Dead Snow,men,0,Comedy,NR,868585,6.4,Tommy Wirkola,0.0,0.5
467,2009,tt1136608,District 9,notalk,0,Action,R,32571948,8.0,Neill Blomkamp,0.20000000000000001,0.5
468,2009,tt1127180,Drag Me to Hell,ok,1,Horror,PG13,32571948,6.6,Sam Raimi,2.0,1.0
469,2009,tt1191111,Enter the Void,notalk,0,Drama,NR,17371706,7.3,Gaspar Noé,0.0,0.0
470,2009,tt0780511,Everybody&#39;s Fine,men,0,Adventure,PG13,21714632,7.2,Kirk Jones,2.0,0.0
471,2009,tt0432283,Fantastic Mr. Fox,notalk,0,Animation,PG,43429264,7.8,Wes Anderson,1.2,0.33333333333333331
472,2009,tt1013752,Fast &amp; Furious,notalk,0,Action,PG13,92287186,6.6,Justin Lin,2.7999999999999998,2.0
473,2009,tt1083456,Fired Up!,notalk,0,Comedy,PG13,21714632,6.2,Will Gluck,0.59999999999999998,0.0
474,2009,tt1232776,Fish Tank,ok,1,Drama,NR,3257195,7.3,Andrea Arnold,1.3999999999999999,1.0
475,2009,tt0758746,Friday the 13th,men,0,Horror,R,18457437,5.6,Marcus Nispel,1.0,0.0
476,2009,tt1201167,Funny People,notalk,0,Comedy,R,78715541,6.4,Judd Apatow,2.2000000000000002,2.0
477,2009,tt0436339,G-Force,notalk,0,Action,PG,162859739,5.1,Hoyt Yeatman,1.0,0.25
478,2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk,0,Action,PG13,190003029,5.8,Stephen Sommers,0.80000000000000004,0.16666666666666666
479,2009,tt1034032,Gamer,notalk,0,Action,R,54286580,5.8,Mark Neveldine,0.20000000000000001,0.0
480,2009,tt1194263,Get Low,notalk,0,Drama,PG13,7600121,7.1,Aaron Schneider,1.3999999999999999,0.0
481,2009,tt1289406,Harry Brown,notalk,0,Action,R,7925841,7.2,Daniel Barber,1.0,0.0
482,2009,tt0417741,Harry Potter and the Half-Blood Prince,ok,1,Adventure,PG,271432899,7.5,David Yates,3.6000000000000001,0
483,2009,tt1001508,He&#39;s Just Not That Into You,ok,1,Comedy,PG13,43429264,6.4,Ken Kwapis,1.0,1.5
484,2009,tt1024744,I Come with the Rain,nowomen,0,Thriller,NR,19543169,5.5,Tran Anh Hung,0.40000000000000002,0.0
485,2009,tt1045772,I Love You Phillip Morris,notalk,0,Biography,R,14114511,6.7,Glenn Ficarra,2.2000000000000002,0.0
486,2009,tt1155056,"I Love You, Man",men,0,Comedy,R,43429264,7.1,John Hamburg,0.40000000000000002,0
487,2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,0,Animation,PG,97715844,7.0,Carlos Saldanha,0.0,0.20000000000000001
488,2009,tt0361748,Inglourious Basterds,dubious,0,Adventure,R,76001212,8.3,Quentin Tarantino,0.59999999999999998,3.0
489,2009,tt1057500,Invictus,notalk,0,Biography,PG13,53200848,7.4,Clint Eastwood,0.59999999999999998,0.0
490,2009,tt1230414,It&#39;s Complicated,ok,1,Comedy,R,92287186,6.6,Nancy Meyers,3.3999999999999999,1.0
491,2009,tt1131734,Jennifer&#39;s Body,ok,1,Comedy,R,17371706,5.1,Karyn Kusama,1.8,3.0
492,2009,tt1135503,Julie &amp; Julia,ok,1,Biography,PG13,43429264,7.0,Nora Ephron,4.2000000000000002,1.25
493,2009,tt0448011,Knowing,notalk,0,Action,PG13,54286580,6.2,Alex Proyas,0.59999999999999998,0.0
494,2009,tt1197624,Law Abiding Citizen,notalk,0,Crime,R,57543775,7.4,F. Gary Gray,0.59999999999999998,1.0
495,2009,tt0808526,Life During Wartime,ok,1,Comedy,R,4885792,6.4,Todd Solondz,1.8,3.0
496,2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,0,Action,R,45600727,7.2,Jean-Pierre Jeunet,0.59999999999999998,1.3333333333333333
497,2009,tt0892782,Monsters vs Aliens,dubious,0,Animation,PG,190003029,6.6,Rob Letterman,1.2,0
498,2009,tt1182345,Moon,notalk,0,Drama,R,5428658,8.0,Duncan Jones,0.80000000000000004,0.0
499,2009,tt1121977,Mother and Child,ok,1,Drama,R,7600121,7.2,Rodrigo García,2.7999999999999998,0
500,2009,tt1179891,My Bloody Valentine 3D,men,0,Horror,R,15200242,5.5,Patrick Lussier,0.20000000000000001,0.0
501,2009,tt1078588,My Sister&#39;s Keeper,ok,1,Drama,PG13,29857619,7.4,Nick Cassavetes,2.2000000000000002,1.0
502,2009,tt0875034,Nine,men,0,Drama,PG13,86858528,5.9,Rob Marshall,1.3999999999999999,0.59999999999999998
503,2009,tt1186367,Ninja Assassin,notalk,0,Action,R,54286580,6.4,James McTeigue,0.0,0.66666666666666663
504,2009,tt1266029,Nowhere Boy,dubious,0,Biography,R,2062890,7.2,Sam Taylor-Johnson,0.80000000000000004,0.0
505,2009,tt1235796,Ondine,ok,1,Drama,PG13,13028779,6.8,Neil Jordan,1.0,1.0
506,2009,tt1532957,Paa,men,0,Comedy,NR,4668646,7.2,R. Balki,0.0,0.0
507,2009,tt1188729,Pandorum,notalk,0,Action,R,43429264,6.8,Christian Alvart,1.2,0.0
508,2009,tt1003034,Perrier&#39;s Bounty,nowomen,0,Action,R,7165829,6.4,Ian Fitzgibbon,0.80000000000000004,0.0
509,2009,tt0762125,Planet 51,notalk,0,Animation,PG,65143896,6.1,Jorge Blanco,2.7999999999999998,0.20000000000000001
510,2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,1,Drama,R,10857316,7.4,Lee Daniels,2.0,1.0
511,2009,tt1152836,Public Enemies,notalk,0,Biography,R,111287489,7.0,Michael Mann,0.20000000000000001,0.25
512,2009,tt0465580,Push,ok,1,Action,PG13,41257801,6.1,Paul McGuigan,1.6000000000000001,1.0
513,2009,tt0988045,Sherlock Holmes,notalk,0,Action,PG13,97715844,7.6,Guy Ritchie,2.0,0.16666666666666666
514,2009,tt1017460,Splice,ok,1,Horror,R,32571948,5.8,Vincenzo Natali,1.2,1.3999999999999999
515,2009,tt0796366,Star Trek,ok,1,Action,PG13,152002424,8.0,J.J. Abrams,1.6000000000000001,1.6666666666666667
516,2009,tt0473705,State of Play,ok,1,Drama,PG13,65143896,7.1,Kevin Macdonald,2.3999999999999999,1.5
517,2009,tt0986263,Surrogates,notalk,0,Action,PG13,86858528,6.3,Jonathan Mostow,2.2000000000000002,0.5
518,2009,tt0438488,Terminator Salvation,men,0,Action,PG13,217146319,6.7,McG,1.0,1.0
519,2009,tt0878804,The Blind Side,men,0,Biography,PG13,38000606,7.7,John Lee Hancock,2.2000000000000002,0.0
520,2009,tt1131729,The Boat That Rocked,nowomen,0,Comedy,R,54286580,7.4,Richard Curtis,1.2,3.0
521,2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,0,Action,R,8685853,6.4,Troy Duffy,0.59999999999999998,0.0
522,2009,tt0362478,The Box,ok,1,Drama,PG13,27143290,5.6,Richard Kelly,2.7999999999999998,2.5
523,2009,tt0896923,The City of Your Final Destination,ok,1,Drama,PG13,9011572,6.4,James Ivory,1.0,1.0
524,2009,tt1144884,The Final Destination,ok,1,Horror,R,43429264,5.1,David R. Ellis,1.0,2.5
525,2009,tt1220198,The Fourth Kind,ok,1,Mystery,PG13,10857316,5.9,Olatunde Osunsanmi,1.3999999999999999,0
526,2009,tt1132620,The Girl with the Dragon Tattoo,dubious,0,Crime,R,97715844,7.8,Niels Arden Oplev,0.0,0.0
527,2009,tt1103982,The Girlfriend Experience,dubious,0,Drama,R,1411451,5.6,Steven Soderbergh,0.0,0.0
528,2009,tt1247662,The Good Guy,ok,1,Comedy,R,10857316,5.9,Julio DePietro,1.8,1.0
529,2009,tt1119646,The Hangover,notalk,0,Comedy,R,38000606,7.8,Todd Phillips,0.80000000000000004,0.5
530,2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,0,Adventure,PG13,32571948,6.9,Terry Gilliam,0.20000000000000001,1.0
531,2009,tt1130080,The Informant!,notalk,0,Comedy,R,23886095,6.5,Steven Soderbergh,0.40000000000000002,0
532,2009,tt1058017,The Invention of Lying,men,0,Comedy,PG13,20086035,6.4,Ricky Gervais,0.59999999999999998,0.0
533,2009,tt0824758,The Last Station,ok,1,Biography,R,19543169,7.0,Michael Hoffman,1.6000000000000001,1.0
534,2009,tt0380510,The Lovely Bones,ok,1,Drama,PG13,103144502,6.7,Peter Jackson,3.3999999999999999,1.0
535,2009,tt1234548,The Men Who Stare at Goats,nowomen,0,Comedy,R,26057558,6.3,Grant Heslov,2.0,0.0
536,2009,tt0790712,The Messenger,notalk,0,Drama,R,7057255,7.2,Oren Moverman,1.2,0.0
537,2009,tt0780521,The Princess and the Frog,ok,1,Animation,G,114001818,7.2,Ron Clements,1.3999999999999999,1.7857142857142858
538,2009,tt1041829,The Proposal,men,0,Comedy,PG13,43429264,6.7,Anne Fletcher,2.2000000000000002,0.0
539,2009,tt0898367,The Road,notalk,0,Adventure,R,27143290,7.3,John Hillcoat,1.0,0
540,2009,tt0485601,The Secret of Kells,nowomen,0,Animation,NR,8685853,7.6,Tomm Moore,0.40000000000000002,0.0
541,2009,tt0821642,The Soloist,notalk,0,Biography,PG13,65143896,6.7,Joe Wright,1.3999999999999999,1.5
542,2009,tt1111422,The Taking of Pelham 123,nowomen,0,Action,R,119430476,6.4,Tony Scott,0.40000000000000002,0.0
543,2009,tt0452694,The Time Traveler&#39;s Wife,dubious,0,Drama,PG13,42343532,7.1,Robert Schwentke,0.59999999999999998,0.5
544,2009,tt1142988,The Ugly Truth,men,0,Comedy,R,41257801,6.5,Robert Luketic,0.59999999999999998,1.0
545,2009,tt1139668,The Unborn,ok,1,Drama,PG13,17371706,4.8,David S. Goyer,3.0,2.0
546,2009,tt0962736,The Young Victoria,ok,1,Biography,PG,38000606,7.3,Jean-Marc Vallée,3.0,1.0
547,2009,tt1055369,Transformers: Revenge of the Fallen,ok,1,Action,PG13,228003635,6.0,Michael Bay,2.3999999999999999,3.6666666666666665
548,2009,tt1049413,Up,notalk,0,Animation,PG,190003029,8.3,Pete Docter,0.59999999999999998,0.0
549,2009,tt1193138,Up in the Air,men,0,Drama,R,32571948,7.5,Jason Reitman,0.40000000000000002,0.33333333333333331
550,2009,tt1068678,Veronika Decides to Die,ok,1,Drama,R,9771584,6.5,Emily Young,2.0,1.0
551,2009,tt0409459,Watchmen,men,0,Action,R,149830960,7.6,Zack Snyder,0.59999999999999998,0
552,2009,tt1178663,Whatever Works,dubious,0,Comedy,PG13,16285974,7.2,Woody Allen,0.0,5.0
553,2009,tt0386117,Where the Wild Things Are,notalk,0,Adventure,PG,108573160,6.8,Spike Jonze,0.0,0.0
554,2009,tt1172233,Whip It,ok,1,Drama,PG13,16285974,6.9,Drew Barrymore,1.2,1.5
555,2009,tt0365929,Whiteout,ok,1,Action,R,38000606,5.5,Dominic Sena,1.6000000000000001,1.3333333333333333
556,2009,tt0458525,X-Men Origins: Wolverine,dubious,0,Action,PG13,162859739,6.7,Gavin Hood,2.2000000000000002,0
557,2009,tt0448182,Yesterday Was a Lie,ok,1,Drama,PG,217146,5.4,James Kerwin,1.0,1.0
558,2009,tt0403702,Youth in Revolt,notalk,0,Comedy,R,19543169,6.5,Miguel Arteta,0.59999999999999998,0.0
559,2009,tt1156398,Zombieland,ok,1,Comedy,R,25623266,7.7,Ruben Fleischer,2.0,2.0
560,2008,tt0478087,21,ok,1,Biography,PG13,37878971,6.8,Robert Luketic,2.2000000000000002,1.3333333333333333
561,2008,tt0800308,Appaloosa,notalk,0,Crime,R,21645126,6.8,Ed Harris,0.20000000000000001,0.0
562,2008,tt0455824,Australia,men,0,Adventure,PG13,140693320,6.6,Baz Luhrmann,0.20000000000000001,0.0
563,2008,tt0871426,Baby Mama,ok,1,Comedy,PG13,32467689,6.1,Michael McCullers,2.6000000000000001,1.0
564,2008,tt0799934,Be Kind Rewind,notalk,0,Comedy,PG13,21645126,6.4,Michel Gondry,0.20000000000000001,0.0
565,2008,tt0960731,Bedtime Stories,ok,1,Comedy,PG,86580505,6.1,Adam Shankman,3.2000000000000002,1.0
566,2008,tt0861689,Blindness,ok,1,Drama,R,27056408,6.6,Fernando Meirelles,1.0,1.0
567,2008,tt0397892,Bolt,ok,1,Animation,PG,162338447,6.9,Byron Howard,1.8,1.75
568,2008,tt0887883,Burn After Reading,notalk,0,Comedy,R,40043484,7.0,Ethan Coen,1.8,1.0
569,2008,tt0824747,Changeling,ok,1,Drama,R,59524097,7.8,Clint Eastwood,1.2,1.0
570,2008,tt0892255,Che: Part One,notalk,0,Biography,NR,62770866,7.2,Steven Soderbergh,0.20000000000000001,0
571,2008,tt0970411,City of Ember,ok,1,Adventure,PG,41125740,6.5,Gil Kenan,2.0,1.0
572,2008,tt1060277,Cloverfield,ok,1,Adventure,PG13,27056408,7.1,Matt Reeves,1.2,1.0
573,2008,tt0489018,Day of the Dead,ok,1,Action,R,19480614,4.5,Steve Miner,1.0,1.5
574,2008,tt0452608,Death Race,notalk,0,Action,R,70346660,6.4,Paul W.S. Anderson,1.6000000000000001,0.40000000000000002
575,2008,tt1034303,Defiance,ok,1,Action,R,54112816,7.2,Edward Zwick,1.6000000000000001,1.0
576,2008,tt0832266,"Definitely, Maybe",ok,1,Comedy,PG13,7575794,7.2,Adam Brooks,1.3999999999999999,1.0
577,2008,tt0483607,Doomsday,ok,1,Action,R,35714458,6.0,Neil Marshall,1.0,2.0
578,2008,tt0918927,Doubt,ok,1,Drama,PG13,21645126,7.5,John Patrick Shanley,5.4000000000000004,1.0
579,2008,tt1059786,Eagle Eye,notalk,0,Action,PG13,86580505,6.6,D.J. Caruso,1.6000000000000001,0.0
580,2008,tt0808244,Easy Virtue,ok,1,Comedy,PG13,15151588,6.7,Stephan Elliott,2.3999999999999999,1.0
581,2008,tt1129423,Fireproof,men,0,Drama,PG,541128,6.5,Alex Kendrick,0.0,0.0
582,2008,tt0486321,Fly Me to the Moon,nowomen,0,Animation,G,27056408,4.6,Ben Stassen,0.0,0.0
583,2008,tt0800039,Forgetting Sarah Marshall,ok,1,Comedy,R,32467689,7.2,Nicholas Stoller,2.6000000000000001,1.0
584,2008,tt0369436,Four Christmases,ok,1,Comedy,PG13,86580505,5.6,Seth Gordon,2.7999999999999998,1.8333333333333333
585,2008,tt0870111,Frost/Nixon,notalk,0,Drama,R,31385433,7.7,Ron Howard,2.0,0.5
586,2008,tt0978759,Frozen River,ok,1,Crime,R,1082256,7.2,Courtney Hunt,1.0,1.0
587,2008,tt0876563,Gake no ue no Ponyo,ok,1,Animation,G,36796715,7.7,Hayao Miyazaki,1.0,2.0
588,2008,tt0995039,Ghost Town,notalk,0,Comedy,PG13,21645126,6.7,David Koepp,0.0,1.5
589,2008,tt1205489,Gran Torino,men,0,Drama,R,27056408,8.2,Clint Eastwood,0.40000000000000002,0.0
590,2008,tt1104733,Hamlet 2,ok,1,Comedy,R,9740307,6.4,Andrew Fleming,2.0,1.5
591,2008,tt0448157,Hancock,nowomen,0,Action,PG13,162338447,6.5,Peter Berg,1.3999999999999999,0.0
592,2008,tt1227929,Herb &amp; Dorothy,ok,1,Documentary,NR,89286146,7.6,Megumi Sasaki,1.0,0
593,2008,tt0962726,High School Musical 3: Senior Year,ok,1,Comedy,G,11904819,4.3,Kenny Ortega,1.8,1.0
594,2008,tt0465502,Igor,men,0,Animation,PG,32467689,6.1,Anthony Leondis,0.80000000000000004,0.0
595,2008,tt0780536,In Bruges,notalk,0,Comedy,R,16233845,8.0,Martin McDonagh,0.0,0.0
596,2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,0,Action,PG13,200217418,6.2,Steven Spielberg,1.0,0
597,2008,tt0494238,Inkheart,ok,1,Adventure,PG,64935379,6.1,Iain Softley,2.2000000000000002,1.5
598,2008,tt0371746,Iron Man,men,0,Action,PG13,201299674,7.9,Jon Favreau,1.2,0.5
599,2008,tt0373051,Journey to the Center of the Earth,notalk,0,Action,PG,48701534,5.8,Eric Brevig,0.80000000000000004,0.5
600,2008,tt0489099,Jumper,notalk,0,Action,PG13,89286146,6.1,Doug Liman,1.6000000000000001,0.5
601,2008,tt0441773,Kung Fu Panda,notalk,0,Animation,PG,140693320,7.6,Mark Osborne,1.8,0
602,2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,0,Drama,R,4870153,8.0,Tomas Alfredson,0.0,0.0
603,2008,tt0866439,Made of Honor,men,0,Comedy,PG13,43290252,5.8,Paul Weiland,0.59999999999999998,0.25
604,2008,tt0467197,Max Payne,ok,1,Action,PG13,37878971,5.4,John Moore,2.3999999999999999,1.0
605,2008,tt0765476,Meet Dave,notalk,0,Adventure,PG,64935379,4.9,Brian Robbins,1.8,0.0
606,2008,tt1013753,Milk,notalk,0,Biography,R,21645126,7.6,Gus Van Sant,0.80000000000000004,0.0
607,2008,tt1046997,Miracle at St. Anna,men,0,Action,R,48701534,6.0,Spike Lee,0.59999999999999998,0.0
608,2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,1,Comedy,PG13,10822563,6.7,Peter Sollett,2.0,1.0
609,2008,tt0410377,Nim&#39;s Island,ok,1,Adventure,PG,40043484,6.0,Jennifer Flackett,2.0,1.0
610,2008,tt0910936,Pineapple Express,men,0,Action,R,28138664,7.0,David Gordon Green,0.20000000000000001,0.20000000000000001
611,2008,tt1226681,Pontypool,nowomen,0,Horror,NR,1623384,6.7,Bruce McDonald,0.0,0.0
612,2008,tt0368563,Possession,ok,1,Drama,PG13,27056408,5.6,Joel Bergvall,2.0,0
613,2008,tt0926129,Prom Night,ok,1,Horror,PG13,19480614,3.9,Nelson McCormick,1.2,1.0
614,2008,tt0830515,Quantum of Solace,notalk,0,Action,PG13,248918952,6.7,Marc Forster,0.59999999999999998,0.5
615,2008,tt1082868,Quarantine,ok,1,Horror,R,12987076,6.0,John Erick Dowdle,1.3999999999999999,1.3999999999999999
616,2008,tt1084950,Rachel Getting Married,ok,1,Drama,R,12987076,6.7,Jonathan Demme,2.3999999999999999,1.0
617,2008,tt0959337,Revolutionary Road,ok,1,Drama,R,48701534,7.3,Sam Mendes,1.2,1.0
618,2008,tt1032755,RocknRolla,notalk,0,Action,R,19480614,7.3,Guy Ritchie,2.0,0.0
619,2008,tt0814314,Seven Pounds,ok,1,Drama,PG13,58441841,7.7,Gabriele Muccino,2.3999999999999999,1.0
620,2008,tt1000774,Sex and the City,ok,1,Comedy,R,62229738,5.5,Michael Patrick King,1.8,2.0
621,2008,tt1010048,Slumdog Millionaire,notalk,0,Drama,R,15151588,8.0,Danny Boyle,0.0,0.5
622,2008,tt0811080,Speed Racer,ok,1,Action,PG,129870757,6.1,Andy Wachowski,1.8,5.333333333333333
623,2008,tt0942903,Stargate: The Ark of Truth,dubious,0,Adventure,NR,7575794,7.4,Robert C. Cooper,0.20000000000000001,0.0
624,2008,tt0838283,Step Brothers,notalk,0,Comedy,R,70346660,6.9,Adam McKay,1.0,0.20000000000000001
625,2008,tt0862846,Sunshine Cleaning,ok,1,Comedy,R,5411282,6.9,Christine Jeffs,3.3999999999999999,1.0
626,2008,tt0383028,"Synecdoche, New York",dubious,0,Comedy,R,21645126,7.4,Charlie Kaufman,1.2,1.0
627,2008,tt0936501,Taken,ok,1,Action,PG13,27056408,7.9,Pierre Morel,2.2000000000000002,2.5
628,2008,tt0200465,The Bank Job,ok,1,Crime,R,21645126,7.3,Roger Donaldson,1.6000000000000001,2.5
629,2008,tt0844286,The Brothers Bloom,dubious,0,Adventure,PG13,21645126,6.9,Rian Johnson,1.3999999999999999,0.0
630,2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,1,Action,PG,243507670,6.6,Andrew Adamson,1.8,0
631,2008,tt0421715,The Curious Case of Benjamin Button,dubious,0,Drama,PG13,173161010,7.8,David Fincher,1.2,0.5
632,2008,tt0468569,The Dark Knight,dubious,0,Action,PG13,200217418,9.0,Christopher Nolan,1.8,0.59999999999999998
633,2008,tt0970416,The Day the Earth Stood Still,ok,1,Drama,PG13,86580505,5.5,Scott Derrickson,2.6000000000000001,1.0
634,2008,tt0406759,The Eye,ok,1,Drama,PG13,12987076,5.4,David Moreau,2.6000000000000001,1.0
635,2008,tt0865556,The Forbidden Kingdom,notalk,0,Action,PG13,59524097,6.6,Rob Minkoff,0.40000000000000002,0.0
636,2008,tt0852713,The House Bunny,ok,1,Comedy,PG13,27056408,5.5,Fred Wolf,1.6000000000000001,2.5
637,2008,tt0887912,The Hurt Locker,notalk,0,Drama,R,16233845,7.6,Kathryn Bigelow,1.2,1.0
638,2008,tt0800080,The Incredible Hulk,notalk,0,Action,PG13,148810243,6.9,Louis Leterrier,0.80000000000000004,1.0
639,2008,tt0981072,The Lucky Ones,ok,1,Comedy,R,15151588,7.0,Neil Burger,2.0,1.0
640,2008,tt0467200,The Other Boleyn Girl,ok,1,Biography,PG13,43290252,6.7,Justin Chadwick,3.6000000000000001,1.0
641,2008,tt0976051,The Reader,notalk,0,Drama,R,35173330,7.6,Stephen Daldry,1.3999999999999999,0.0
642,2008,tt0416212,The Secret Life of Bees,ok,1,Drama,PG13,11904819,7.3,Gina Prince-Bythewood,1.6000000000000001,1.5
643,2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,1,Comedy,PG13,29220920,6.2,Sanaa Hamri,1.6000000000000001,1.0
644,2008,tt0482606,The Strangers,dubious,0,Horror,R,9740307,6.2,Bryan Bertino,0.20000000000000001,0
645,2008,tt420238,The Tale of Despereaux,ok,1,Comedy,G,64935379,6.1,"[<Person id:0000540[http] name:_Meyer, Russ_>]",0,0
646,2008,tt0430770,The Women,ok,1,Comedy,PG13,17316101,4.9,Diane English,2.2000000000000002,1.0
647,2008,tt1125849,The Wrestler,notalk,0,Drama,R,6493538,7.9,Darren Aronofsky,1.2,0.0
648,2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,0,Action,R,21645126,6.2,Daniel Lee,0.0,0.0
649,2008,tt0800241,Transsiberian,ok,1,Crime,R,16233845,6.7,Brad Anderson,1.8,1.0
650,2008,tt0942385,Tropic Thunder,nowomen,0,Action,R,97403068,7.0,Ben Stiller,1.0,0.20000000000000001
651,2008,tt1099212,Twilight,ok,1,Drama,PG13,40043484,5.2,Catherine Hardwicke,2.6000000000000001,3.0
652,2008,tt0985699,Valkyrie,notalk,0,Drama,PG13,97403068,7.1,Bryan Singer,2.3999999999999999,0.0
653,2008,tt0497465,Vicky Cristina Barcelona,ok,1,Drama,PG13,17316101,7.2,Woody Allen,3.0,5.0
654,2008,tt0910970,WALL-E,notalk,0,Animation,G,194806136,8.4,Andrew Stanton,0.59999999999999998,1.0
655,2008,tt1185616,Waltz with Bashir,nowomen,0,Documentary,R,2164513,8.0,Ari Folman,0.0,0.0
656,2008,tt0493464,Wanted,notalk,0,Action,R,81169223,6.7,Timur Bekmambetov,2.0,0.2857142857142857
657,2008,tt0494652,"Welcome Home, Roscoe Jenkins",dubious,0,Comedy,PG13,29762049,5.2,Malcolm D. Lee,0.59999999999999998,0.0
658,2008,tt1152850,Wendy and Lucy,ok,1,Drama,R,324677,7.1,Kelly Reichardt,1.0,1.0
659,2008,tt1033643,What Happens In Vegas,ok,1,Comedy,PG13,37878971,6.1,Tom Vaughan,3.3999999999999999,1.0
